#x,y,z
9.500000,166.000000,0.000000
9.500000,182.000000,0.000000
9.500000,198.000000,0.000000
9.500000,214.000000,0.000000
9.500000,230.000000,0.000000
9.500000,246.000000,0.000000
9.500000,262.000000,0.000000
9.500000,278.000000,0.000000
9.500000,294.000000,0.000000
9.500000,310.000000,0.000000
9.500000,326.000000,0.000000
9.500000,342.000000,0.000000
9.500000,358.000000,0.000000
9.500000,374.000000,0.000000
9.500000,390.000000,0.000000
9.500000,406.000000,0.000000
9.500000,422.000000,0.000000
9.500000,438.000000,0.000000
9.500000,454.000000,0.000000
9.500000,470.000000,0.000000
9.500000,486.000000,0.000000
9.500000,502.000000,0.000000
9.500000,518.000000,0.000000
9.500000,534.000000,0.000000
9.500000,550.000000,0.000000
9.500000,566.000000,0.000000
9.500000,582.000000,0.000000
9.500000,598.000000,0.000000
9.500000,614.000000,0.000000
9.500000,630.000000,0.000000
9.500000,646.000000,0.000000
9.500000,662.000000,0.000000
9.500000,678.000000,0.000000
9.500000,694.000000,0.000000
9.500000,710.000000,0.000000
9.500000,726.000000,0.000000
9.500000,742.000000,0.000000
9.500000,758.000000,0.000000
9.500000,774.000000,0.000000
9.500000,790.000000,0.000000
9.500000,806.000000,0.000000
9.500000,822.000000,0.000000
9.500000,838.000000,0.000000
9.500000,854.000000,0.000000
9.500000,870.000000,0.000000
9.500000,886.000000,0.000000
9.500000,902.000000,0.000000
9.500000,918.000000,0.000000
9.500000,934.000000,0.000000
9.500000,950.000000,0.000000
9.500000,966.000000,0.000000
9.500000,982.000000,0.000000
9.500000,998.000000,0.000000
9.500000,1014.000000,0.000000
9.500000,1030.000000,0.000000
9.500000,1046.000000,0.000000
9.500000,1062.000000,0.000000
9.500000,1078.000000,0.000000
9.500000,1094.000000,0.000000
9.500000,1110.000000,0.000000
9.500000,1126.000000,0.000000
9.500000,1142.000000,0.000000
9.500000,1158.000000,0.000000
9.500000,1174.000000,0.000000
9.500000,1190.000000,0.000000
9.500000,1206.000000,0.000000
9.500000,1222.000000,0.000000
9.500000,1238.000000,0.000000
9.500000,1254.000000,0.000000
9.500000,1270.000000,0.000000
9.500000,1286.000000,0.000000
9.500000,1302.000000,0.000000
9.500000,1318.000000,0.000000
9.500000,1334.000000,0.000000
9.500000,1350.000000,0.000000
9.500000,1366.000000,0.000000
9.500000,1382.000000,0.000000
9.500000,1398.000000,0.000000
9.500000,1414.000000,0.000000
9.500000,1430.000000,0.000000
9.500000,1446.000000,0.000000
9.500000,1462.000000,0.000000
9.500000,1478.000000,0.000000
9.500000,1494.000000,0.000000
9.500000,1510.000000,0.000000
9.500000,1526.000000,0.000000
9.500000,1542.000000,0.000000
9.500000,1558.000000,0.000000
9.500000,1574.000000,0.000000
9.500000,1590.000000,0.000000
9.500000,1606.000000,0.000000

10.500000,22.000000,0.000010
10.500000,38.000000,0.000000
10.500000,54.000000,0.000000
10.500000,70.000000,0.000000
10.500000,86.000000,0.000000
10.500000,102.000000,0.000000
10.500000,118.000000,0.000000
10.500000,134.000000,0.000000
10.500000,150.000000,0.000000
10.500000,166.000000,0.000000
10.500000,182.000000,0.000000
10.500000,198.000000,0.000000
10.500000,214.000000,0.000000
10.500000,230.000000,0.000000
10.500000,246.000000,0.000000
10.500000,262.000000,0.000000
10.500000,278.000000,0.000000
10.500000,294.000000,0.000000
10.500000,310.000000,0.000000
10.500000,326.000000,0.000000
10.500000,342.000000,0.000000
10.500000,358.000000,0.000000
10.500000,374.000000,0.000000
10.500000,390.000000,0.000000
10.500000,406.000000,0.000000
10.500000,422.000000,0.000000
10.500000,438.000000,0.000000
10.500000,454.000000,0.000000
10.500000,470.000000,0.000000
10.500000,486.000000,0.000000
10.500000,502.000000,0.000000
10.500000,518.000000,0.000000
10.500000,534.000000,0.000000
10.500000,550.000000,0.000000
10.500000,566.000000,0.000000
10.500000,582.000000,0.000000
10.500000,598.000000,0.000000
10.500000,614.000000,0.000000
10.500000,630.000000,0.000000
10.500000,646.000000,0.000000
10.500000,662.000000,0.000000
10.500000,678.000000,0.000000
10.500000,694.000000,0.000000
10.500000,710.000000,0.000000
10.500000,726.000000,0.000000
10.500000,742.000000,0.000000
10.500000,758.000000,0.000000
10.500000,774.000000,0.000000
10.500000,790.000000,0.000000
10.500000,806.000000,0.000000
10.500000,822.000000,0.000000
10.500000,838.000000,0.000000
10.500000,854.000000,0.000000
10.500000,870.000000,0.000000
10.500000,886.000000,0.000000
10.500000,902.000000,0.000000
10.500000,918.000000,0.000000
10.500000,934.000000,0.000000
10.500000,950.000000,0.000000
10.500000,966.000000,0.000000
10.500000,982.000000,0.000000
10.500000,998.000000,0.000000
10.500000,1014.000000,0.000000
10.500000,1030.000000,0.000000
10.500000,1046.000000,0.000000
10.500000,1062.000000,0.000000
10.500000,1078.000000,0.000000
10.500000,1094.000000,0.000000
10.500000,1110.000000,0.000000
10.500000,1126.000000,0.000000
10.500000,1142.000000,0.000000
10.500000,1158.000000,0.000000
10.500000,1174.000000,0.000000
10.500000,1190.000000,0.000000
10.500000,1206.000000,0.000000
10.500000,1222.000000,0.000000
10.500000,1238.000000,0.000000
10.500000,1254.000000,0.000000
10.500000,1270.000000,0.000000
10.500000,1286.000000,0.000000
10.500000,1302.000000,0.000000
10.500000,1318.000000,0.000000
10.500000,1334.000000,0.000000
10.500000,1350.000000,0.000000
10.500000,1366.000000,0.000000
10.500000,1382.000000,0.000000
10.500000,1398.000000,0.000000
10.500000,1414.000000,0.000000
10.500000,1430.000000,0.000000
10.500000,1446.000000,0.000000
10.500000,1462.000000,0.000000
10.500000,1478.000000,0.000000
10.500000,1494.000000,0.000000
10.500000,1510.000000,0.000000
10.500000,1526.000000,0.000000
10.500000,1542.000000,0.000000
10.500000,1558.000000,0.000000
10.500000,1574.000000,0.000000
10.500000,1590.000000,0.000000
10.500000,1606.000000,0.000000

11.500000,22.000000,0.000010
11.500000,38.000000,0.000000
11.500000,54.000000,0.000000
11.500000,70.000000,0.000000
11.500000,86.000000,0.000000
11.500000,102.000000,0.000000
11.500000,118.000000,0.000000
11.500000,134.000000,0.000000
11.500000,150.000000,0.000000
11.500000,166.000000,0.000000
11.500000,182.000000,0.000000
11.500000,198.000000,0.000000
11.500000,214.000000,0.000000
11.500000,230.000000,0.000000
11.500000,246.000000,0.000000
11.500000,262.000000,0.000000
11.500000,278.000000,0.000000
11.500000,294.000000,0.000000
11.500000,310.000000,0.000000
11.500000,326.000000,0.000000
11.500000,342.000000,0.000000
11.500000,358.000000,0.000000
11.500000,374.000000,0.000000
11.500000,390.000000,0.000000
11.500000,406.000000,0.000000
11.500000,422.000000,0.000000
11.500000,438.000000,0.000000
11.500000,454.000000,0.000000
11.500000,470.000000,0.000000
11.500000,486.000000,0.000000
11.500000,502.000000,0.000000
11.500000,518.000000,0.000000
11.500000,534.000000,0.000000
11.500000,550.000000,0.000000
11.500000,566.000000,0.000000
11.500000,582.000000,0.000000
11.500000,598.000000,0.000000
11.500000,614.000000,0.000000
11.500000,630.000000,0.000000
11.500000,646.000000,0.000000
11.500000,662.000000,0.000000
11.500000,678.000000,0.000000
11.500000,694.000000,0.000000
11.500000,710.000000,0.000000
11.500000,726.000000,0.000000
11.500000,742.000000,0.000000
11.500000,758.000000,0.000000
11.500000,774.000000,0.000000
11.500000,790.000000,0.000000
11.500000,806.000000,0.000000
11.500000,822.000000,0.000000
11.500000,838.000000,0.000000
11.500000,854.000000,0.000000
11.500000,870.000000,0.000000
11.500000,886.000000,0.000000
11.500000,902.000000,0.000000
11.500000,918.000000,0.000000
11.500000,934.000000,0.000000
11.500000,950.000000,0.000000
11.500000,966.000000,0.000000
11.500000,982.000000,0.000000
11.500000,998.000000,0.000000
11.500000,1014.000000,0.000000
11.500000,1030.000000,0.000000
11.500000,1046.000000,0.000000
11.500000,1062.000000,0.000000
11.500000,1078.000000,0.000000
11.500000,1094.000000,0.000000
11.500000,1110.000000,0.000000
11.500000,1126.000000,0.000000
11.500000,1142.000000,0.000000
11.500000,1158.000000,0.000000
11.500000,1174.000000,0.000000
11.500000,1190.000000,0.000000
11.500000,1206.000000,0.000000
11.500000,1222.000000,0.000000
11.500000,1238.000000,0.000000
11.500000,1254.000000,0.000000
11.500000,1270.000000,0.000000
11.500000,1286.000000,0.000000
11.500000,1302.000000,0.000000
11.500000,1318.000000,0.000000
11.500000,1334.000000,0.000000
11.500000,1350.000000,0.000000
11.500000,1366.000000,0.000000
11.500000,1382.000000,0.000000
11.500000,1398.000000,0.000000
11.500000,1414.000000,0.000000
11.500000,1430.000000,0.000000
11.500000,1446.000000,0.000000
11.500000,1462.000000,0.000000
11.500000,1478.000000,0.000000
11.500000,1494.000000,0.000000
11.500000,1510.000000,0.000000
11.500000,1526.000000,0.000000
11.500000,1542.000000,0.000000
11.500000,1558.000000,0.000000
11.500000,1574.000000,0.000000
11.500000,1590.000000,0.000000
11.500000,1606.000000,0.000000

12.500000,22.000000,0.000010
12.500000,38.000000,0.000000
12.500000,54.000000,0.000000
12.500000,70.000000,0.000000
12.500000,86.000000,0.000000
12.500000,102.000000,0.000000
12.500000,118.000000,0.000000
12.500000,134.000000,0.000000
12.500000,150.000000,0.000000
12.500000,166.000000,0.000000
12.500000,182.000000,0.000000
12.500000,198.000000,0.000000
12.500000,214.000000,0.000000
12.500000,230.000000,0.000000
12.500000,246.000000,0.000000
12.500000,262.000000,0.000000
12.500000,278.000000,0.000000
12.500000,294.000000,0.000000
12.500000,310.000000,0.000000
12.500000,326.000000,0.000000
12.500000,342.000000,0.000000
12.500000,358.000000,0.000000
12.500000,374.000000,0.000000
12.500000,390.000000,0.000000
12.500000,406.000000,0.000000
12.500000,422.000000,0.000000
12.500000,438.000000,0.000000
12.500000,454.000000,0.000000
12.500000,470.000000,0.000000
12.500000,486.000000,0.000000
12.500000,502.000000,0.000000
12.500000,518.000000,0.000000
12.500000,534.000000,0.000000
12.500000,550.000000,0.000000
12.500000,566.000000,0.000000
12.500000,582.000000,0.000000
12.500000,598.000000,0.000000
12.500000,614.000000,0.000000
12.500000,630.000000,0.000000
12.500000,646.000000,0.000000
12.500000,662.000000,0.000000
12.500000,678.000000,0.000000
12.500000,694.000000,0.000000
12.500000,710.000000,0.000000
12.500000,726.000000,0.000000
12.500000,742.000000,0.000000
12.500000,758.000000,0.000000
12.500000,774.000000,0.000000
12.500000,790.000000,0.000000
12.500000,806.000000,0.000000
12.500000,822.000000,0.000000
12.500000,838.000000,0.000000
12.500000,854.000000,0.000000
12.500000,870.000000,0.000000
12.500000,886.000000,0.000000
12.500000,902.000000,0.000000
12.500000,918.000000,0.000000
12.500000,934.000000,0.000000
12.500000,950.000000,0.000000
12.500000,966.000000,0.000000
12.500000,982.000000,0.000000
12.500000,998.000000,0.000000
12.500000,1014.000000,0.000000
12.500000,1030.000000,0.000000
12.500000,1046.000000,0.000000
12.500000,1062.000000,0.000000
12.500000,1078.000000,0.000000
12.500000,1094.000000,0.000000
12.500000,1110.000000,0.000000
12.500000,1126.000000,0.000000
12.500000,1142.000000,0.000000
12.500000,1158.000000,0.000000
12.500000,1174.000000,0.000000
12.500000,1190.000000,0.000000
12.500000,1206.000000,0.000000
12.500000,1222.000000,0.000000
12.500000,1238.000000,0.000000
12.500000,1254.000000,0.000000
12.500000,1270.000000,0.000000
12.500000,1286.000000,0.000000
12.500000,1302.000000,0.000000
12.500000,1318.000000,0.000000
12.500000,1334.000000,0.000000
12.500000,1350.000000,0.000000
12.500000,1366.000000,0.000000
12.500000,1382.000000,0.000000
12.500000,1398.000000,0.000000
12.500000,1414.000000,0.000000
12.500000,1430.000000,0.000000
12.500000,1446.000000,0.000000
12.500000,1462.000000,0.000000
12.500000,1478.000000,0.000000
12.500000,1494.000000,0.000000
12.500000,1510.000000,0.000000
12.500000,1526.000000,0.000000
12.500000,1542.000000,0.000000
12.500000,1558.000000,0.000000
12.500000,1574.000000,0.000000
12.500000,1590.000000,0.000000
12.500000,1606.000000,0.000000

13.500000,22.000000,0.000010
13.500000,38.000000,0.000000
13.500000,54.000000,0.000000
13.500000,70.000000,0.000000
13.500000,86.000000,0.000000
13.500000,102.000000,0.000000
13.500000,118.000000,0.000000
13.500000,134.000000,0.000000
13.500000,150.000000,0.000000
13.500000,166.000000,0.000000
13.500000,182.000000,0.000000
13.500000,198.000000,0.000000
13.500000,214.000000,0.000000
13.500000,230.000000,0.000000
13.500000,246.000000,0.000000
13.500000,262.000000,0.000000
13.500000,278.000000,0.000000
13.500000,294.000000,0.000000
13.500000,310.000000,0.000000
13.500000,326.000000,0.000000
13.500000,342.000000,0.000000
13.500000,358.000000,0.000000
13.500000,374.000000,0.000000
13.500000,390.000000,0.000000
13.500000,406.000000,0.000000
13.500000,422.000000,0.000000
13.500000,438.000000,0.000000
13.500000,454.000000,0.000000
13.500000,470.000000,0.000000
13.500000,486.000000,0.000000
13.500000,502.000000,0.000000
13.500000,518.000000,0.000000
13.500000,534.000000,0.000000
13.500000,550.000000,0.000000
13.500000,566.000000,0.000000
13.500000,582.000000,0.000000
13.500000,598.000000,0.000000
13.500000,614.000000,0.000000
13.500000,630.000000,0.000000
13.500000,646.000000,0.000000
13.500000,662.000000,0.000000
13.500000,678.000000,0.000000
13.500000,694.000000,0.000000
13.500000,710.000000,0.000000
13.500000,726.000000,0.000000
13.500000,742.000000,0.000000
13.500000,758.000000,0.000000
13.500000,774.000000,0.000000
13.500000,790.000000,0.000000
13.500000,806.000000,0.000000
13.500000,822.000000,0.000000
13.500000,838.000000,0.000000
13.500000,854.000000,0.000000
13.500000,870.000000,0.000000
13.500000,886.000000,0.000000
13.500000,902.000000,0.000000
13.500000,918.000000,0.000000
13.500000,934.000000,0.000000
13.500000,950.000000,0.000000
13.500000,966.000000,0.000000
13.500000,982.000000,0.000000
13.500000,998.000000,0.000000
13.500000,1014.000000,0.000000
13.500000,1030.000000,0.000000
13.500000,1046.000000,0.000000
13.500000,1062.000000,0.000000
13.500000,1078.000000,0.000000
13.500000,1094.000000,0.000000
13.500000,1110.000000,0.000000
13.500000,1126.000000,0.000000
13.500000,1142.000000,0.000000
13.500000,1158.000000,0.000000
13.500000,1174.000000,0.000000
13.500000,1190.000000,0.000000
13.500000,1206.000000,0.000000
13.500000,1222.000000,0.000000
13.500000,1238.000000,0.000000
13.500000,1254.000000,0.000000
13.500000,1270.000000,0.000000
13.500000,1286.000000,0.000000
13.500000,1302.000000,0.000000
13.500000,1318.000000,0.000000
13.500000,1334.000000,0.000000
13.500000,1350.000000,0.000000
13.500000,1366.000000,0.000000
13.500000,1382.000000,0.000000
13.500000,1398.000000,0.000000
13.500000,1414.000000,0.000000
13.500000,1430.000000,0.000000
13.500000,1446.000000,0.000000
13.500000,1462.000000,0.000000
13.500000,1478.000000,0.000000
13.500000,1494.000000,0.000000
13.500000,1510.000000,0.000000
13.500000,1526.000000,0.000000
13.500000,1542.000000,0.000000
13.500000,1558.000000,0.000000
13.500000,1574.000000,0.000000
13.500000,1590.000000,0.000000
13.500000,1606.000000,0.000000

14.500000,22.000000,0.000010
14.500000,38.000000,0.000000
14.500000,54.000000,0.000000
14.500000,70.000000,0.000000
14.500000,86.000000,0.000000
14.500000,102.000000,0.000000
14.500000,118.000000,0.000000
14.500000,134.000000,0.000000
14.500000,150.000000,0.000000
14.500000,166.000000,0.000000
14.500000,182.000000,0.000000
14.500000,198.000000,0.000000
14.500000,214.000000,0.000000
14.500000,230.000000,0.000000
14.500000,246.000000,0.000000
14.500000,262.000000,0.000000
14.500000,278.000000,0.000000
14.500000,294.000000,0.000000
14.500000,310.000000,0.000000
14.500000,326.000000,0.000000
14.500000,342.000000,0.000000
14.500000,358.000000,0.000000
14.500000,374.000000,0.000000
14.500000,390.000000,0.000000
14.500000,406.000000,0.000000
14.500000,422.000000,0.000000
14.500000,438.000000,0.000000
14.500000,454.000000,0.000000
14.500000,470.000000,0.000000
14.500000,486.000000,0.000000
14.500000,502.000000,0.000000
14.500000,518.000000,0.000000
14.500000,534.000000,0.000000
14.500000,550.000000,0.000000
14.500000,566.000000,0.000000
14.500000,582.000000,0.000000
14.500000,598.000000,0.000000
14.500000,614.000000,0.000000
14.500000,630.000000,0.000000
14.500000,646.000000,0.000000
14.500000,662.000000,0.000000
14.500000,678.000000,0.000000
14.500000,694.000000,0.000000
14.500000,710.000000,0.000000
14.500000,726.000000,0.000000
14.500000,742.000000,0.000000
14.500000,758.000000,0.000000
14.500000,774.000000,0.000000
14.500000,790.000000,0.000000
14.500000,806.000000,0.000000
14.500000,822.000000,0.000000
14.500000,838.000000,0.000000
14.500000,854.000000,0.000000
14.500000,870.000000,0.000000
14.500000,886.000000,0.000000
14.500000,902.000000,0.000000
14.500000,918.000000,0.000000
14.500000,934.000000,0.000000
14.500000,950.000000,0.000000
14.500000,966.000000,0.000000
14.500000,982.000000,0.000000
14.500000,998.000000,0.000000
14.500000,1014.000000,0.000000
14.500000,1030.000000,0.000000
14.500000,1046.000000,0.000000
14.500000,1062.000000,0.000000
14.500000,1078.000000,0.000000
14.500000,1094.000000,0.000000
14.500000,1110.000000,0.000000
14.500000,1126.000000,0.000000
14.500000,1142.000000,0.000000
14.500000,1158.000000,0.000000
14.500000,1174.000000,0.000000
14.500000,1190.000000,0.000000
14.500000,1206.000000,0.000000
14.500000,1222.000000,0.000000
14.500000,1238.000000,0.000000
14.500000,1254.000000,0.000000
14.500000,1270.000000,0.000000
14.500000,1286.000000,0.000000
14.500000,1302.000000,0.000000
14.500000,1318.000000,0.000000
14.500000,1334.000000,0.000000
14.500000,1350.000000,0.000000
14.500000,1366.000000,0.000000
14.500000,1382.000000,0.000000
14.500000,1398.000000,0.000000
14.500000,1414.000000,0.000000
14.500000,1430.000000,0.000000
14.500000,1446.000000,0.000000
14.500000,1462.000000,0.000000
14.500000,1478.000000,0.000000
14.500000,1494.000000,0.000000
14.500000,1510.000000,0.000000
14.500000,1526.000000,0.000000
14.500000,1542.000000,0.000000
14.500000,1558.000000,0.000000
14.500000,1574.000000,0.000000
14.500000,1590.000000,0.000000
14.500000,1606.000000,0.000000

15.500000,22.000000,0.000010
15.500000,38.000000,0.000000
15.500000,54.000000,0.000000
15.500000,70.000000,0.000000
15.500000,86.000000,0.000000
15.500000,102.000000,0.000000
15.500000,118.000000,0.000000
15.500000,134.000000,0.000000
15.500000,150.000000,0.000000
15.500000,166.000000,0.000000
15.500000,182.000000,0.000000
15.500000,198.000000,0.000000
15.500000,214.000000,0.000000
15.500000,230.000000,0.000000
15.500000,246.000000,0.000000
15.500000,262.000000,0.000000
15.500000,278.000000,0.000000
